Enabled,Id,Type,Class,Rarity,Level,Price,Weight,SpriteId,IconId,Tags,Meta,Name_EN
TRUE,FantasyHeroes.Basic.Armor.ArielDress [Paint].gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.ArielDress [Paint],FantasyHeroes.Basic.Gloves.ArielDress [Paint],,,ArielDress [Paint] (Gloves)
TRUE,FantasyHeroes.Basic.Armor.ArielDress [Paint].boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.ArielDress [Paint],FantasyHeroes.Basic.Boots.ArielDress [Paint],,,ArielDress [Paint] (Boots)
TRUE,UndeadHeroes.Furry.Armor.ArmoredLoincloth.vest,VestBeltPauldron,Light,Common,1,0,0,UndeadHeroes.Furry.Armor.ArmoredLoincloth,UndeadHeroes.Furry.Vest.ArmoredLoincloth,,,ArmoredLoincloth (Vest)
TRUE,UndeadHeroes.Furry.Armor.ArmoredLoincloth.gloves,Gloves,Light,Common,1,0,0,UndeadHeroes.Furry.Armor.ArmoredLoincloth,UndeadHeroes.Furry.Gloves.ArmoredLoincloth,,,ArmoredLoincloth (Gloves)
TRUE,UndeadHeroes.Furry.Armor.ArmoredLoincloth.boots,Boots,Light,Common,1,0,0,UndeadHeroes.Furry.Armor.ArmoredLoincloth,UndeadHeroes.Furry.Boots.ArmoredLoincloth,,,ArmoredLoincloth (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfAncestors.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfAncestors,Extensions.Epic.Vest.ArmorOfAncestors,,,ArmorOfAncestors (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfAncestors.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfAncestors,Extensions.Epic.Gloves.ArmorOfAncestors,,,ArmorOfAncestors (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfAncestors.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfAncestors,Extensions.Epic.Boots.ArmorOfAncestors,,,ArmorOfAncestors (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfCorruption.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCorruption,Extensions.Epic.Vest.ArmorOfCorruption,,,ArmorOfCorruption (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfCorruption.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCorruption,Extensions.Epic.Gloves.ArmorOfCorruption,,,ArmorOfCorruption (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfCorruption.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCorruption,Extensions.Epic.Boots.ArmorOfCorruption,,,ArmorOfCorruption (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfCorruptionTypeB.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCorruptionTypeB,Extensions.Epic.Vest.ArmorOfCorruptionTypeB,,,ArmorOfCorruptionTypeB (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfCorruptionTypeB.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCorruptionTypeB,Extensions.Epic.Gloves.ArmorOfCorruptionTypeB,,,ArmorOfCorruptionTypeB (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfCorruptionTypeB.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCorruptionTypeB,Extensions.Epic.Boots.ArmorOfCorruptionTypeB,,,ArmorOfCorruptionTypeB (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfCryingDemon.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCryingDemon,Extensions.Epic.Vest.ArmorOfCryingDemon,,,ArmorOfCryingDemon (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfCryingDemon.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCryingDemon,Extensions.Epic.Gloves.ArmorOfCryingDemon,,,ArmorOfCryingDemon (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfCryingDemon.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfCryingDemon,Extensions.Epic.Boots.ArmorOfCryingDemon,,,ArmorOfCryingDemon (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfEndingLight.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfEndingLight,Extensions.Epic.Vest.ArmorOfEndingLight,,,ArmorOfEndingLight (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfEndingLight.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfEndingLight,Extensions.Epic.Gloves.ArmorOfEndingLight,,,ArmorOfEndingLight (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfEndingLight.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfEndingLight,Extensions.Epic.Boots.ArmorOfEndingLight,,,ArmorOfEndingLight (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfFadedHeavens.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfFadedHeavens,Extensions.Epic.Vest.ArmorOfFadedHeavens,,,ArmorOfFadedHeavens (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfFadedHeavens.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfFadedHeavens,Extensions.Epic.Gloves.ArmorOfFadedHeavens,,,ArmorOfFadedHeavens (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfFadedHeavens.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfFadedHeavens,Extensions.Epic.Boots.ArmorOfFadedHeavens,,,ArmorOfFadedHeavens (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfFortune.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfFortune,Extensions.Epic.Vest.ArmorOfFortune,,,ArmorOfFortune (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfFortune.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfFortune,Extensions.Epic.Gloves.ArmorOfFortune,,,ArmorOfFortune (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfFortune.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfFortune,Extensions.Epic.Boots.ArmorOfFortune,,,ArmorOfFortune (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfImmortality.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfImmortality,Extensions.Epic.Vest.ArmorOfImmortality,,,ArmorOfImmortality (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfImmortality.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfImmortality,Extensions.Epic.Gloves.ArmorOfImmortality,,,ArmorOfImmortality (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfImmortality.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfImmortality,Extensions.Epic.Boots.ArmorOfImmortality,,,ArmorOfImmortality (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfJerome.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfJerome,Extensions.Epic.Vest.ArmorOfJerome,,,ArmorOfJerome (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfJerome.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfJerome,Extensions.Epic.Gloves.ArmorOfJerome,,,ArmorOfJerome (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfJerome.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfJerome,Extensions.Epic.Boots.ArmorOfJerome,,,ArmorOfJerome (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfLoneWolf.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfLoneWolf,Extensions.Epic.Vest.ArmorOfLoneWolf,,,ArmorOfLoneWolf (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfLoneWolf.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfLoneWolf,Extensions.Epic.Gloves.ArmorOfLoneWolf,,,ArmorOfLoneWolf (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfLoneWolf.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfLoneWolf,Extensions.Epic.Boots.ArmorOfLoneWolf,,,ArmorOfLoneWolf (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfRagingCrux.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfRagingCrux,Extensions.Epic.Vest.ArmorOfRagingCrux,,,ArmorOfRagingCrux (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfRagingCrux.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfRagingCrux,Extensions.Epic.Gloves.ArmorOfRagingCrux,,,ArmorOfRagingCrux (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfRagingCrux.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfRagingCrux,Extensions.Epic.Boots.ArmorOfRagingCrux,,,ArmorOfRagingCrux (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfRelentlessNightmares.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfRelentlessNightmares,Extensions.Epic.Vest.ArmorOfRelentlessNightmares,,,ArmorOfRelentlessNightmares (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfRelentlessNightmares.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfRelentlessNightmares,Extensions.Epic.Gloves.ArmorOfRelentlessNightmares,,,ArmorOfRelentlessNightmares (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfRelentlessNightmares.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfRelentlessNightmares,Extensions.Epic.Boots.ArmorOfRelentlessNightmares,,,ArmorOfRelentlessNightmares (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfSunwalker.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfSunwalker,Extensions.Epic.Vest.ArmorOfSunwalker,,,ArmorOfSunwalker (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfSunwalker.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfSunwalker,Extensions.Epic.Gloves.ArmorOfSunwalker,,,ArmorOfSunwalker (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfSunwalker.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfSunwalker,Extensions.Epic.Boots.ArmorOfSunwalker,,,ArmorOfSunwalker (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfTheForgottenFoe.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfTheForgottenFoe,Extensions.Epic.Vest.ArmorOfTheForgottenFoe,,,ArmorOfTheForgottenFoe (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfTheForgottenFoe.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfTheForgottenFoe,Extensions.Epic.Gloves.ArmorOfTheForgottenFoe,,,ArmorOfTheForgottenFoe (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfTheForgottenFoe.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfTheForgottenFoe,Extensions.Epic.Boots.ArmorOfTheForgottenFoe,,,ArmorOfTheForgottenFoe (Boots)
TRUE,Extensions.Epic.Armor.ArmorOfTorment.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfTorment,Extensions.Epic.Vest.ArmorOfTorment,,,ArmorOfTorment (Vest)
TRUE,Extensions.Epic.Armor.ArmorOfTorment.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfTorment,Extensions.Epic.Gloves.ArmorOfTorment,,,ArmorOfTorment (Gloves)
TRUE,Extensions.Epic.Armor.ArmorOfTorment.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.ArmorOfTorment,Extensions.Epic.Boots.ArmorOfTorment,,,ArmorOfTorment (Boots)
TRUE,FantasyHeroes.Basic.Armor.AssassinArmor [Paint].vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.AssassinArmor [Paint],FantasyHeroes.Basic.Vest.AssassinArmor [Paint],,,AssassinArmor [Paint] (Vest)
TRUE,FantasyHeroes.Basic.Armor.AssassinArmor [Paint].gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.AssassinArmor [Paint],FantasyHeroes.Basic.Gloves.AssassinArmor [Paint],,,AssassinArmor [Paint] (Gloves)
TRUE,FantasyHeroes.Basic.Armor.AssassinArmor [Paint].boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.AssassinArmor [Paint],FantasyHeroes.Basic.Boots.AssassinArmor [Paint],,,AssassinArmor [Paint] (Boots)
TRUE,Extensions.AbandonedWorkshop.Armor.AsteraArmor.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.AbandonedWorkshop.Armor.AsteraArmor,Extensions.AbandonedWorkshop.Vest.AsteraArmor,,,AsteraArmor (Vest)
TRUE,Extensions.AbandonedWorkshop.Armor.AsteraArmor.gloves,Gloves,Light,Common,1,0,0,Extensions.AbandonedWorkshop.Armor.AsteraArmor,Extensions.AbandonedWorkshop.Gloves.AsteraArmor,,,AsteraArmor (Gloves)
TRUE,Extensions.AbandonedWorkshop.Armor.AsteraArmor.boots,Boots,Light,Common,1,0,0,Extensions.AbandonedWorkshop.Armor.AsteraArmor,Extensions.AbandonedWorkshop.Boots.AsteraArmor,,,AsteraArmor (Boots)
TRUE,FantasyHeroes.Basic.Armor.BanditArmor.vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BanditArmor,FantasyHeroes.Basic.Vest.BanditArmor,,,BanditArmor (Vest)
TRUE,FantasyHeroes.Basic.Armor.BanditArmor.gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BanditArmor,FantasyHeroes.Basic.Gloves.BanditArmor,,,BanditArmor (Gloves)
TRUE,FantasyHeroes.Basic.Armor.BanditArmor.boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BanditArmor,FantasyHeroes.Basic.Boots.BanditArmor,,,BanditArmor (Boots)
TRUE,FantasyHeroes.Basic.Armor.BanditLightArmor [Paint].vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BanditLightArmor [Paint],FantasyHeroes.Basic.Vest.BanditLightArmor [Paint],,,BanditLightArmor [Paint] (Vest)
TRUE,FantasyHeroes.Basic.Armor.BanditLightArmor [Paint].gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BanditLightArmor [Paint],FantasyHeroes.Basic.Gloves.BanditLightArmor [Paint],,,BanditLightArmor [Paint] (Gloves)
TRUE,FantasyHeroes.Basic.Armor.BanditLightArmor [Paint].boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BanditLightArmor [Paint],FantasyHeroes.Basic.Boots.BanditLightArmor [Paint],,,BanditLightArmor [Paint] (Boots)
TRUE,FantasyHeroes.Basic.Armor.BaseballOutfit.vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BaseballOutfit,FantasyHeroes.Basic.Vest.BaseballOutfit,,,BaseballOutfit (Vest)
TRUE,FantasyHeroes.Basic.Armor.BaseballOutfit.gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BaseballOutfit,FantasyHeroes.Basic.Gloves.BaseballOutfit,,,BaseballOutfit (Gloves)
TRUE,FantasyHeroes.Basic.Armor.BaseballOutfit.boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BaseballOutfit,FantasyHeroes.Basic.Boots.BaseballOutfit,,,BaseballOutfit (Boots)
TRUE,Extensions.AbandonedWorkshop.Armor.BattleguardArmor.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.AbandonedWorkshop.Armor.BattleguardArmor,Extensions.AbandonedWorkshop.Vest.BattleguardArmor,,,BattleguardArmor (Vest)
TRUE,Extensions.AbandonedWorkshop.Armor.BattleguardArmor.gloves,Gloves,Light,Common,1,0,0,Extensions.AbandonedWorkshop.Armor.BattleguardArmor,Extensions.AbandonedWorkshop.Gloves.BattleguardArmor,,,BattleguardArmor (Gloves)
TRUE,Extensions.AbandonedWorkshop.Armor.BattleguardArmor.boots,Boots,Light,Common,1,0,0,Extensions.AbandonedWorkshop.Armor.BattleguardArmor,Extensions.AbandonedWorkshop.Boots.BattleguardArmor,,,BattleguardArmor (Boots)
TRUE,Extensions.Epic.Armor.BennuRobe.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.BennuRobe,Extensions.Epic.Vest.BennuRobe,,,BennuRobe (Vest)
TRUE,Extensions.Epic.Armor.BennuRobe.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.BennuRobe,Extensions.Epic.Gloves.BennuRobe,,,BennuRobe (Gloves)
TRUE,Extensions.Epic.Armor.BennuRobe.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.BennuRobe,Extensions.Epic.Boots.BennuRobe,,,BennuRobe (Boots)
TRUE,Extensions.Epic.Armor.BennuRobeTypeB.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.BennuRobeTypeB,Extensions.Epic.Vest.BennuRobeTypeB,,,BennuRobeTypeB (Vest)
TRUE,Extensions.Epic.Armor.BennuRobeTypeB.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.BennuRobeTypeB,Extensions.Epic.Gloves.BennuRobeTypeB,,,BennuRobeTypeB (Gloves)
TRUE,Extensions.Epic.Armor.BennuRobeTypeB.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.BennuRobeTypeB,Extensions.Epic.Boots.BennuRobeTypeB,,,BennuRobeTypeB (Boots)
TRUE,FantasyHeroes.Basic.Armor.BerserkArmor.vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BerserkArmor,FantasyHeroes.Basic.Vest.BerserkArmor,,,BerserkArmor (Vest)
TRUE,FantasyHeroes.Basic.Armor.BerserkArmor.gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BerserkArmor,FantasyHeroes.Basic.Gloves.BerserkArmor,,,BerserkArmor (Gloves)
TRUE,FantasyHeroes.Basic.Armor.BerserkArmor.boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BerserkArmor,FantasyHeroes.Basic.Boots.BerserkArmor,,,BerserkArmor (Boots)
TRUE,FantasyHeroes.Basic.Armor.BishopArmor.vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BishopArmor,FantasyHeroes.Basic.Vest.BishopArmor,,,BishopArmor (Vest)
TRUE,FantasyHeroes.Basic.Armor.BishopArmor.gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BishopArmor,FantasyHeroes.Basic.Gloves.BishopArmor,,,BishopArmor (Gloves)
TRUE,FantasyHeroes.Basic.Armor.BishopArmor.boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BishopArmor,FantasyHeroes.Basic.Boots.BishopArmor,,,BishopArmor (Boots)
TRUE,Extensions.Epic.Armor.BishopRobe.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.BishopRobe,Extensions.Epic.Vest.BishopRobe,,,BishopRobe (Vest)
TRUE,Extensions.Epic.Armor.BishopRobe.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.BishopRobe,Extensions.Epic.Gloves.BishopRobe,,,BishopRobe (Gloves)
TRUE,Extensions.Epic.Armor.BishopRobe.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.BishopRobe,Extensions.Epic.Boots.BishopRobe,,,BishopRobe (Boots)
TRUE,FantasyHeroes.Basic.Armor.BlacksmithCostume.vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BlacksmithCostume,FantasyHeroes.Basic.Vest.BlacksmithCostume,,,BlacksmithCostume (Vest)
TRUE,FantasyHeroes.Basic.Armor.BlacksmithCostume.gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BlacksmithCostume,FantasyHeroes.Basic.Gloves.BlacksmithCostume,,,BlacksmithCostume (Gloves)
TRUE,FantasyHeroes.Basic.Armor.BlacksmithCostume.boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.BlacksmithCostume,FantasyHeroes.Basic.Boots.BlacksmithCostume,,,BlacksmithCostume (Boots)
TRUE,Extensions.Epic.Armor.BlazewingArmor.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.BlazewingArmor,Extensions.Epic.Vest.BlazewingArmor,,,BlazewingArmor (Vest)
TRUE,Extensions.Epic.Armor.BlazewingArmor.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.BlazewingArmor,Extensions.Epic.Gloves.BlazewingArmor,,,BlazewingArmor (Gloves)
TRUE,Extensions.Epic.Armor.BlazewingArmor.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.BlazewingArmor,Extensions.Epic.Boots.BlazewingArmor,,,BlazewingArmor (Boots)
TRUE,Extensions.Epic.Armor.BlessedOutfit.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.BlessedOutfit,Extensions.Epic.Vest.BlessedOutfit,,,BlessedOutfit (Vest)
TRUE,Extensions.Epic.Armor.BlessedOutfit.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.BlessedOutfit,Extensions.Epic.Gloves.BlessedOutfit,,,BlessedOutfit (Gloves)
TRUE,Extensions.Epic.Armor.BlessedOutfit.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.BlessedOutfit,Extensions.Epic.Boots.BlessedOutfit,,,BlessedOutfit (Boots)
TRUE,Extensions.Epic.Armor.BloodiedSpiritArmor.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.BloodiedSpiritArmor,Extensions.Epic.Vest.BloodiedSpiritArmor,,,BloodiedSpiritArmor (Vest)
TRUE,Extensions.Epic.Armor.BloodiedSpiritArmor.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.BloodiedSpiritArmor,Extensions.Epic.Gloves.BloodiedSpiritArmor,,,BloodiedSpiritArmor (Gloves)
TRUE,Extensions.Epic.Armor.BloodiedSpiritArmor.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.BloodiedSpiritArmor,Extensions.Epic.Boots.BloodiedSpiritArmor,,,BloodiedSpiritArmor (Boots)
TRUE,FantasyHeroes.Basic.Armor.CardinalArmor.vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.CardinalArmor,FantasyHeroes.Basic.Vest.CardinalArmor,,,CardinalArmor (Vest)
TRUE,FantasyHeroes.Basic.Armor.CardinalArmor.gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.CardinalArmor,FantasyHeroes.Basic.Gloves.CardinalArmor,,,CardinalArmor (Gloves)
TRUE,FantasyHeroes.Basic.Armor.CardinalArmor.boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.CardinalArmor,FantasyHeroes.Basic.Boots.CardinalArmor,,,CardinalArmor (Boots)
TRUE,Extensions.Epic.Armor.CataclysmArmor.vest,VestBeltPauldron,Light,Common,1,0,0,Extensions.Epic.Armor.CataclysmArmor,Extensions.Epic.Vest.CataclysmArmor,,,CataclysmArmor (Vest)
TRUE,Extensions.Epic.Armor.CataclysmArmor.gloves,Gloves,Light,Common,1,0,0,Extensions.Epic.Armor.CataclysmArmor,Extensions.Epic.Gloves.CataclysmArmor,,,CataclysmArmor (Gloves)
TRUE,Extensions.Epic.Armor.CataclysmArmor.boots,Boots,Light,Common,1,0,0,Extensions.Epic.Armor.CataclysmArmor,Extensions.Epic.Boots.CataclysmArmor,,,CataclysmArmor (Boots)
TRUE,FantasyHeroes.Basic.Armor.CataphractArmor [Paint].vest,VestBeltPauldron,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.CataphractArmor [Paint],FantasyHeroes.Basic.Vest.CataphractArmor [Paint],,,CataphractArmor [Paint] (Vest)
TRUE,FantasyHeroes.Basic.Armor.CataphractArmor [Paint].gloves,Gloves,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.CataphractArmor [Paint],FantasyHeroes.Basic.Gloves.CataphractArmor [Paint],,,CataphractArmor [Paint] (Gloves)
TRUE,FantasyHeroes.Basic.Armor.CataphractArmor [Paint].boots,Boots,Light,Common,1,0,0,FantasyHeroes.Basic.Armor.CataphractArmor [Paint],FantasyHeroes.Basic.Boots.CataphractArmor [Paint],,,CataphractArmor [Paint] (Boots)
